Store,CardID,EAN,Category,MedType,SW2Key,Revenue,RevenueInc.,Qty,TransactionType,BookingDate
1,44311294199,9985,1,34,22,39.42,39.42,1.0,1,2017-10-18
5,96338712999,9994,4,32,22,24.16,24.16,1.0,1,2017-10-18
1,14379876899,10000,5,32,22,46.5,45.5,1.0,1,2017-10-18
3,75951562599,9989,2,38,24,56.46,56.46,1.0,1,2017-10-19
4,44777928599,9997,4,32,22,57.76,57.76,1.0,1,2017-10-19
5,44777928599,9987,2,38,24,34.5,34.5,1.0,5,2017-10-19
2,65664932099,9986,1,34,22,127.85,127.85,7.0,1,2017-10-19
7,99470078299,9992,3,34,22,254.86,240.86,7.0,1,2017-10-20
9,97820077399,9998,5,32,22,38.16,37.16,1.0,1,2017-10-20
6,59301418999,9991,2,38,24,28.54,28.54,1.0,3,2017-10-20
5,32819586299,9987,2,38,24,34.5,34.5,1.0,1,2017-10-21
8,26496615699,9987,2,38,24,34.5,34.5,1.0,1,2017-10-22
9,58994904699,9999,5,32,22,181.36,181.36,7.0,1,2017-10-22
6,59301418999,9989,2,38,24,56.46,56.46,1.0,1,2017-10-22
9,72449987899,9989,2,38,24,169.38,169.38,3.0,1,2017-10-22
3,66427326499,9994,4,32,22,24.16,24.16,1.0,1,2017-10-23
10,13930565999,9989,2,38,24,169.38,169.38,3.0,1,2017-10-24
10,26506134899,9988,2,38,24,41.88,41.88,1.0,1,2017-10-25
7,91902775799,9989,2,38,24,56.46,56.46,1.0,1,2017-10-25
6,31274556699,9995,4,32,22,45.49,45.49,1.0,1,2017-10-26
10,32819586299,9992,3,34,22,36.41,34.41,1.0,1,2017-10-27
2,92644824299,9994,4,32,22,24.16,24.16,1.0,1,2017-10-27
6,31274556699,9987,2,38,24,34.5,34.5,1.0,1,2017-10-27
1,44317763699,9988,2,38,24,41.88,41.88,1.0,1,2017-10-28
7,82364801499,9998,5,32,22,152.64,148.64,4.0,1,2017-10-28
1,19302247699,9985,1,34,22,78.84,78.84,2.0,1,2017-10-29
10,71754214299,9997,4,32,22,57.76,57.76,1.0,1,2017-10-29
3,26506134899,9994,4,32,22,24.16,24.16,1.0,1,2017-10-31
5,84237647199,9998,5,32,22,152.64,148.64,4.0,1,2017-10-31
7,94365889499,9987,2,38,24,69.0,69.0,2.0,1,2017-11-01
1,40606096099,9986,1,34,22,18.26,18.26,1.0,1,2017-11-01
5,97820077399,9991,2,38,24,114.14,114.14,4.0,1,2017-11-01
3,11216669699,9995,4,32,22,45.49,45.49,1.0,1,2017-11-03
6,79838582699,9994,4,32,22,24.16,24.16,1.0,1,2017-11-04
5,30624301299,9998,5,32,22,38.16,37.16,1.0,5,2017-11-05
4,14379876899,9989,2,38,24,112.92,112.92,2.0,1,2017-11-05
1,32800870099,9985,1,34,22,39.42,39.42,1.0,1,2017-11-05
6,97820077399,9998,5,32,22,38.16,37.16,1.0,1,2017-11-05
1,66812863699,9992,3,34,22,36.41,34.41,1.0,1,2017-11-05
4,69235107099,9992,3,34,22,109.22,103.22,3.0,1,2017-11-07
8,71548768099,9999,5,32,22,25.91,25.91,1.0,1,2017-11-07
10,71548768099,9999,5,32,22,25.91,25.91,1.0,1,2017-11-08
3,66812863699,9999,5,32,22,25.91,25.91,1.0,1,2017-11-08
6,22976009399,9995,4,32,22,45.49,45.49,1.0,1,2017-11-08
6,51316220799,9993,4,32,22,31.94,31.94,1.0,1,2017-11-08
7,88367561299,9999,5,32,22,25.91,25.91,1.0,1,2017-11-08
3,44777928599,9988,2,38,24,41.88,41.88,1.0,1,2017-11-08
2,31274556699,9988,2,38,24,41.88,41.88,1.0,1,2017-11-09
6,9502970899,9996,4,32,22,54.4,54.4,1.0,1,2017-11-10
5,59681386599,9992,3,34,22,36.41,34.41,1.0,1,2017-11-10
10,97820077399,9995,4,32,22,45.49,45.49,1.0,1,2017-11-11
7,59301418999,9989,2,38,24,225.84,225.84,4.0,1,2017-11-11
4,11216669699,9994,4,32,22,24.16,24.16,1.0,1,2017-11-11
1,27924459899,9992,3,34,22,72.82,68.82,2.0,1,2017-11-11
2,59301418999,9999,5,32,22,103.63,103.63,4.0,1,2017-11-11
9,75304280399,9991,2,38,24,28.54,28.54,1.0,1,2017-11-11
1,78728477699,10000,5,32,22,46.5,45.5,1.0,1,2017-11-12
6,28342384899,9994,4,32,22,24.16,24.16,1.0,1,2017-11-12
5,28342384899,9990,2,38,24,15.34,15.34,1.0,1,2017-11-12
5,14379876899,9987,2,38,24,34.5,34.5,1.0,1,2017-11-12
6,31274556699,9993,4,32,22,31.94,31.94,1.0,1,2017-11-12
2,19302247699,9990,2,38,24,15.34,15.34,1.0,1,2017-11-13
1,88367561299,9996,4,32,22,54.4,54.4,1.0,1,2017-11-13
9,32800870099,9991,2,38,24,28.54,28.54,1.0,1,2017-11-13
7,14379876899,9999,5,32,22,25.91,25.91,1.0,1,2017-11-13
5,94365889499,9997,4,32,22,57.76,57.76,1.0,1,2017-11-14
9,49492115699,9989,2,38,24,112.92,112.92,2.0,1,2017-11-15
2,66812863699,9991,2,38,24,28.54,28.54,1.0,1,2017-11-16
3,38483897399,9998,5,32,22,38.16,37.16,1.0,3,2017-11-16
8,62999140399,9989,2,38,24,56.46,56.46,1.0,1,2017-11-16
3,66427326499,9985,1,34,22,39.42,39.42,1.0,5,2017-11-17
4,62999140399,9997,4,32,22,231.02,231.02,4.0,1,2017-11-17
2,78973681999,9991,2,38,24,57.07,57.07,2.0,1,2017-11-18
2,32819586299,9986,1,34,22,73.06,73.06,4.0,5,2017-11-18
5,43966876099,9992,3,34,22,36.41,34.41,1.0,5,2017-11-19
1,66427326499,9998,5,32,22,38.16,37.16,1.0,1,2017-11-19
2,91589091699,9985,1,34,22,157.68,157.68,4.0,1,2017-11-19
4,14379876899,9996,4,32,22,54.4,54.4,1.0,1,2017-11-20
7,49492115699,9989,2,38,24,56.46,56.46,1.0,1,2017-11-21
3,66588777799,9989,2,38,24,56.46,56.46,1.0,1,2017-11-21
7,66427326499,9995,4,32,22,45.49,45.49,1.0,1,2017-11-21
6,78728477699,9995,4,32,22,45.49,45.49,1.0,1,2017-11-22
1,96338712999,9989,2,38,24,56.46,56.46,1.0,1,2017-11-22
5,91902775799,9996,4,32,22,217.58,217.58,4.0,1,2017-11-23
6,71582711699,9990,2,38,24,30.67,30.67,2.0,1,2017-11-24
4,78728477699,9999,5,32,22,25.91,25.91,1.0,1,2017-11-26
9,34759040699,9993,4,32,22,127.78,127.78,4.0,1,2017-11-27
4,14379876899,9998,5,32,22,114.48,111.48,3.0,1,2017-11-28
6,65664932099,10000,5,32,22,46.5,45.5,1.0,1,2017-11-29
2,66736159399,9997,4,32,22,57.76,57.76,1.0,1,2017-11-30
2,66427326499,9997,4,32,22,57.76,57.76,1.0,1,2017-11-30
6,55827754899,10000,5,32,22,46.5,45.5,1.0,1,2017-11-30
3,59681386599,9991,2,38,24,28.54,28.54,1.0,1,2017-11-30
6,66736159399,9997,4,32,22,57.76,57.76,1.0,1,2017-11-30
5,14374117099,9998,5,32,22,38.16,37.16,1.0,1,2017-12-01
6,12250261099,9987,2,38,24,241.5,241.5,7.0,1,2017-12-01
6,78728477699,9985,1,34,22,39.42,39.42,1.0,1,2017-12-02
8,58994904699,9992,3,34,22,36.41,34.41,1.0,1,2017-12-02
5,25646559499,9987,2,38,24,34.5,34.5,1.0,5,2017-12-02
3,71548768099,9998,5,32,22,152.64,148.64,4.0,1,2017-12-03
10,99355627099,9986,1,34,22,18.26,18.26,1.0,1,2017-12-03
2,73276427999,9993,4,32,22,31.94,31.94,1.0,1,2017-12-03
9,44777928599,9999,5,32,22,25.91,25.91,1.0,3,2017-12-05
6,62999140399,9997,4,32,22,231.02,231.02,4.0,1,2017-12-05
1,25646559499,9996,4,32,22,54.4,54.4,1.0,1,2017-12-06
4,38483897399,10000,5,32,22,46.5,45.5,1.0,1,2017-12-07
6,79903631099,9985,1,34,22,39.42,39.42,1.0,1,2017-12-07
3,40606096099,9988,2,38,24,41.88,41.88,1.0,1,2017-12-08
8,19302247699,9999,5,32,22,25.91,25.91,1.0,1,2017-12-09
6,78973681999,9993,4,32,22,31.94,31.94,1.0,1,2017-12-10
1,26506134899,9992,3,34,22,36.41,34.41,1.0,1,2017-12-10
4,91902775799,9993,4,32,22,31.94,31.94,1.0,1,2017-12-10
8,92644824299,9987,2,38,24,34.5,34.5,1.0,1,2017-12-11
7,75304280399,9992,3,34,22,36.41,34.41,1.0,1,2017-12-11
6,31274556699,9985,1,34,22,39.42,39.42,1.0,1,2017-12-12
3,13930565999,9988,2,38,24,41.88,41.88,1.0,1,2017-12-12
4,26506134899,9989,2,38,24,56.46,56.46,1.0,1,2017-12-13
1,44317763699,9997,4,32,22,57.76,57.76,1.0,1,2017-12-14
9,72449987899,9999,5,32,22,25.91,25.91,1.0,1,2017-12-15
1,84237647199,10000,5,32,22,46.5,45.5,1.0,1,2017-12-16
10,59681386599,10000,5,32,22,46.5,45.5,1.0,1,2017-12-16
2,66588777799,9990,2,38,24,15.34,15.34,1.0,1,2017-12-17
9,75304280399,9989,2,38,24,56.46,56.46,1.0,1,2017-12-19
3,71582711699,9992,3,34,22,109.22,103.22,3.0,1,2017-12-19
3,62999140399,9996,4,32,22,54.4,54.4,1.0,1,2017-12-21
3,82364801499,9998,5,32,22,38.16,37.16,1.0,1,2017-12-21
6,1486109099,9985,1,34,22,39.42,39.42,1.0,1,2017-12-23
6,88367561299,9998,5,32,22,38.16,37.16,1.0,5,2017-12-23
8,14379876899,9998,5,32,22,38.16,37.16,1.0,1,2017-12-23
5,32800870099,9996,4,32,22,54.4,54.4,1.0,1,2017-12-23
3,51316220799,9986,1,34,22,18.26,18.26,1.0,1,2017-12-24
1,22976009399,9989,2,38,24,56.46,56.46,1.0,1,2017-12-24
10,48437596099,9985,1,34,22,39.42,39.42,1.0,5,2017-12-24
6,40804109399,9987,2,38,24,138.0,138.0,4.0,1,2017-12-25
5,85973721499,9989,2,38,24,169.38,169.38,3.0,5,2017-12-26
4,22976009399,9987,2,38,24,69.0,69.0,2.0,1,2017-12-26
3,6233952299,9999,5,32,22,25.91,25.91,1.0,1,2017-12-26
5,14374117099,9992,3,34,22,36.41,34.41,1.0,1,2017-12-27
2,78728477699,9998,5,32,22,38.16,37.16,1.0,1,2017-12-27
5,32800870099,9985,1,34,22,39.42,39.42,1.0,1,2017-12-27
1,44317763699,9989,2,38,24,56.46,56.46,1.0,1,2017-12-30
4,85567458499,9986,1,34,22,18.26,18.26,1.0,1,2017-12-30
10,66588777799,9987,2,38,24,34.5,34.5,1.0,1,2017-12-30
2,96338712999,9999,5,32,22,25.91,25.91,1.0,1,2017-12-30
8,9502970899,9988,2,38,24,41.88,41.88,1.0,1,2017-12-30
8,66427326499,9988,2,38,24,41.88,41.88,1.0,5,2017-12-31
10,79838582699,9990,2,38,24,15.34,15.34,1.0,1,2017-12-31
4,1486109099,9992,3,34,22,36.41,34.41,1.0,1,2017-12-31
6,91589091699,9989,2,38,24,56.46,56.46,1.0,1,2017-12-31
7,72449987899,9993,4,32,22,31.94,31.94,1.0,1,2017-09-28
6,14379876899,9987,2,38,24,103.5,103.5,3.0,5,2017-09-29
5,27924459899,10000,5,32,22,46.5,45.5,1.0,1,2017-09-30
6,6233952299,9995,4,32,22,45.49,45.49,1.0,1,2017-09-30
7,62999140399,9995,4,32,22,45.49,45.49,1.0,1,2017-09-30
1,9502970899,9997,4,32,22,57.76,57.76,1.0,1,2017-09-30
7,58929958299,9995,4,32,22,181.97,181.97,4.0,1,2017-09-30
