Store,CardID,EAN,Category,MedType,SW2Key,Revenue,RevenueInc.,Qty,TransactionType,BookingDate
9,49492115699,9985,1,34,22,39.42,39.42,1.0,1,2018-04-20
8,79838582699,9988,2,38,24,41.88,41.88,1.0,3,2018-04-21
4,66812863699,9999,5,32,22,25.91,25.91,1.0,1,2018-04-21
10,65664932099,9990,2,38,24,15.34,15.34,1.0,1,2018-04-21
8,19302247699,9996,4,32,22,54.4,54.4,1.0,1,2018-04-21
9,96338712999,9997,4,32,22,57.76,57.76,1.0,1,2018-04-22
5,14374117099,9993,4,32,22,31.94,31.94,1.0,1,2018-04-22
3,66736159399,9986,1,34,22,73.06,73.06,4.0,5,2018-04-23
9,73276427999,9991,2,38,24,28.54,28.54,1.0,1,2018-04-24
6,85567458499,10000,5,32,22,93.0,91.0,2.0,1,2018-04-24
7,65801188599,9986,1,34,22,18.26,18.26,1.0,3,2018-04-24
8,69235107099,9991,2,38,24,28.54,28.54,1.0,1,2018-04-25
5,14374117099,10000,5,32,22,46.5,45.5,1.0,1,2018-04-27
2,59681386599,9998,5,32,22,38.16,37.16,1.0,1,2018-04-28
2,98553018699,9996,4,32,22,163.19,163.19,3.0,1,2018-04-28
2,69235107099,9985,1,34,22,39.42,39.42,1.0,1,2018-04-28
2,34759040699,9999,5,32,22,103.63,103.63,4.0,3,2018-04-28
5,97820077399,9985,1,34,22,39.42,39.42,1.0,1,2018-04-29
8,79838582699,9997,4,32,22,57.76,57.76,1.0,1,2018-04-29
2,79838582699,10000,5,32,22,46.5,45.5,1.0,1,2018-04-30
2,97820077399,9999,5,32,22,51.82,51.82,2.0,1,2018-04-30
9,27924459899,9999,5,32,22,25.91,25.91,1.0,1,2018-04-30
10,25929476999,9994,4,32,22,48.31,48.31,2.0,1,2018-04-30
3,79838582699,9991,2,38,24,28.54,28.54,1.0,1,2018-05-01
5,97820077399,9990,2,38,24,15.34,15.34,1.0,1,2018-05-01
9,19302247699,9986,1,34,22,18.26,18.26,1.0,1,2018-05-01
7,71582711699,9991,2,38,24,28.54,28.54,1.0,5,2018-05-01
2,43966876099,9986,1,34,22,18.26,18.26,1.0,1,2018-05-02
5,66812863699,9997,4,32,22,173.27,173.27,3.0,1,2018-05-03
5,8694598599,9990,2,38,24,15.34,15.34,1.0,1,2018-05-03
10,58929958299,9998,5,32,22,38.16,37.16,1.0,5,2018-05-03
7,85973721499,9995,4,32,22,45.49,45.49,1.0,5,2018-05-03
2,12250261099,9997,4,32,22,57.76,57.76,1.0,1,2018-05-04
7,34759040699,9986,1,34,22,18.26,18.26,1.0,3,2018-05-04
6,92644824299,9992,3,34,22,36.41,34.41,1.0,1,2018-05-04
9,47209937199,10000,5,32,22,46.5,45.5,1.0,1,2018-05-05
2,78728477699,9997,4,32,22,57.76,57.76,1.0,1,2018-05-05
6,62999140399,9989,2,38,24,56.46,56.46,1.0,1,2018-05-05
3,30624301299,9999,5,32,22,103.63,103.63,4.0,1,2018-05-05
9,25929476999,9995,4,32,22,90.98,90.98,2.0,1,2018-05-06
10,92644824299,9992,3,34,22,36.41,34.41,1.0,1,2018-05-06
6,91589091699,9997,4,32,22,57.76,57.76,1.0,1,2018-05-08
3,78973681999,9998,5,32,22,38.16,37.16,1.0,1,2018-05-08
6,38483897399,9994,4,32,22,24.16,24.16,1.0,1,2018-05-09
7,71582711699,9992,3,34,22,36.41,34.41,1.0,1,2018-05-09
7,71582711699,9991,2,38,24,28.54,28.54,1.0,1,2018-05-10
7,66812863699,9986,1,34,22,54.79,54.79,3.0,1,2018-05-10
7,32819586299,9991,2,38,24,28.54,28.54,1.0,1,2018-05-10
6,85973721499,9996,4,32,22,217.58,217.58,4.0,1,2018-05-11
8,59301418999,9995,4,32,22,45.49,45.49,1.0,1,2018-05-11
4,62999140399,9987,2,38,24,34.5,34.5,1.0,1,2018-05-11
2,32800870099,9994,4,32,22,24.16,24.16,1.0,1,2018-05-12
4,47209937199,9999,5,32,22,25.91,25.91,1.0,1,2018-05-12
3,6871626099,9988,2,38,24,41.88,41.88,1.0,1,2018-05-12
1,94365889499,9985,1,34,22,39.42,39.42,1.0,1,2018-05-12
4,65801188599,9999,5,32,22,25.91,25.91,1.0,1,2018-05-13
5,76954778599,9998,5,32,22,267.12,260.12,7.0,1,2018-05-13
8,16961933299,9990,2,38,24,15.34,15.34,1.0,1,2018-05-14
1,92644824299,9988,2,38,24,41.88,41.88,1.0,1,2018-05-15
5,88367561299,9989,2,38,24,56.46,56.46,1.0,5,2018-05-15
1,40804109399,10000,5,32,22,46.5,45.5,1.0,1,2018-05-15
8,40804109399,9999,5,32,22,25.91,25.91,1.0,1,2018-05-16
3,9502970899,9992,3,34,22,36.41,34.41,1.0,1,2018-05-17
2,66427326499,9995,4,32,22,45.49,45.49,1.0,1,2018-05-18
1,96338712999,9991,2,38,24,28.54,28.54,1.0,5,2018-05-18
3,47209937199,9986,1,34,22,18.26,18.26,1.0,1,2018-05-18
1,58994904699,9996,4,32,22,163.19,163.19,3.0,3,2018-05-18
5,66427326499,10000,5,32,22,46.5,45.5,1.0,1,2018-05-20
4,14379876899,9995,4,32,22,45.49,45.49,1.0,1,2018-05-20
5,34759040699,9990,2,38,24,15.34,15.34,1.0,1,2018-05-21
8,58994904699,9988,2,38,24,41.88,41.88,1.0,1,2018-05-21
6,49492115699,10000,5,32,22,46.5,45.5,1.0,1,2018-05-22
1,25929476999,9995,4,32,22,318.44,318.44,7.0,1,2018-05-23
8,8694598599,9990,2,38,24,15.34,15.34,1.0,1,2018-05-26
4,26506134899,9996,4,32,22,54.4,54.4,1.0,1,2018-05-27
9,32800870099,9986,1,34,22,18.26,18.26,1.0,1,2018-05-27
8,47209937199,10000,5,32,22,46.5,45.5,1.0,1,2018-05-27
4,66812863699,9992,3,34,22,36.41,34.41,1.0,1,2018-05-28
5,92644824299,9996,4,32,22,163.19,163.19,3.0,1,2018-05-28
5,51316220799,9990,2,38,24,15.34,15.34,1.0,1,2018-05-28
2,38483897399,9990,2,38,24,15.34,15.34,1.0,1,2018-05-28
2,34759040699,9996,4,32,22,54.4,54.4,1.0,3,2018-05-29
2,66736159399,9997,4,32,22,57.76,57.76,1.0,1,2018-05-29
1,73276427999,9989,2,38,24,56.46,56.46,1.0,1,2018-05-29
6,1486109099,9993,4,32,22,31.94,31.94,1.0,1,2018-05-29
2,92644824299,10000,5,32,22,186.0,182.0,4.0,1,2018-05-29
9,94365889499,9993,4,32,22,31.94,31.94,1.0,1,2018-05-30
6,48219264099,9990,2,38,24,46.01,46.01,3.0,1,2018-05-30
3,78973681999,9999,5,32,22,77.72,77.72,3.0,1,2018-05-30
2,6871626099,9992,3,34,22,254.86,240.86,7.0,1,2018-05-31
1,71548768099,9985,1,34,22,275.94,275.94,7.0,1,2018-06-01
7,48437596099,9999,5,32,22,25.91,25.91,1.0,1,2018-06-02
5,49492115699,10000,5,32,22,46.5,45.5,1.0,1,2018-06-02
2,76954778599,9986,1,34,22,18.26,18.26,1.0,1,2018-06-02
7,51316220799,9998,5,32,22,38.16,37.16,1.0,1,2018-06-02
5,66736159399,9995,4,32,22,45.49,45.49,1.0,1,2018-06-03
2,66812863699,9997,4,32,22,115.51,115.51,2.0,1,2018-06-03
1,51316220799,9990,2,38,24,15.34,15.34,1.0,1,2018-06-03
8,12250261099,9994,4,32,22,24.16,24.16,1.0,1,2018-06-03
8,26506134899,9994,4,32,22,24.16,24.16,1.0,1,2018-06-04
5,44777928599,9999,5,32,22,25.91,25.91,1.0,5,2018-06-04
3,16961933299,9988,2,38,24,125.64,125.64,3.0,1,2018-06-04
3,44777928599,9998,5,32,22,152.64,148.64,4.0,1,2018-06-05
10,14374117099,9993,4,32,22,31.94,31.94,1.0,1,2018-06-05
10,71754214299,9989,2,38,24,56.46,56.46,1.0,5,2018-06-05
7,79903631099,9996,4,32,22,54.4,54.4,1.0,1,2018-06-05
8,12250261099,9994,4,32,22,96.62,96.62,4.0,1,2018-06-07
7,14379876899,10000,5,32,22,325.5,318.5,7.0,1,2018-06-08
4,71548768099,9998,5,32,22,38.16,37.16,1.0,1,2018-06-11
10,44311294199,9991,2,38,24,28.54,28.54,1.0,1,2018-06-11
9,8694598599,9999,5,32,22,103.63,103.63,4.0,1,2018-06-12
5,49492115699,9996,4,32,22,54.4,54.4,1.0,1,2018-06-13
5,44317763699,9992,3,34,22,36.41,34.41,1.0,5,2018-06-13
4,40804109399,10000,5,32,22,46.5,45.5,1.0,1,2018-06-14
8,82364801499,9997,4,32,22,57.76,57.76,1.0,1,2018-06-14
4,94365889499,9990,2,38,24,15.34,15.34,1.0,1,2018-06-14
8,62999140399,9999,5,32,22,25.91,25.91,1.0,1,2018-06-15
1,66588777799,9991,2,38,24,57.07,57.07,2.0,1,2018-06-15
10,59301418999,9991,2,38,24,28.54,28.54,1.0,1,2018-06-15
8,75304280399,9999,5,32,22,25.91,25.91,1.0,3,2018-06-16
7,48219264099,9994,4,32,22,72.47,72.47,3.0,1,2018-06-17
9,44777928599,9991,2,38,24,57.07,57.07,2.0,1,2018-06-17
3,49492115699,9985,1,34,22,39.42,39.42,1.0,1,2018-06-17
7,48437596099,9996,4,32,22,380.77,380.77,7.0,1,2018-06-17
2,97820077399,9994,4,32,22,169.09,169.09,7.0,1,2018-06-18
6,59681386599,9990,2,38,24,46.01,46.01,3.0,1,2018-06-18
5,94365889499,9988,2,38,24,41.88,41.88,1.0,1,2018-06-18
4,79903631099,9998,5,32,22,38.16,37.16,1.0,1,2018-06-19
9,14374117099,9986,1,34,22,18.26,18.26,1.0,1,2018-06-19
7,84237647199,9987,2,38,24,34.5,34.5,1.0,1,2018-06-19
6,59681386599,10000,5,32,22,46.5,45.5,1.0,1,2018-06-21
4,65664932099,9987,2,38,24,34.5,34.5,1.0,1,2018-06-22
1,48437596099,9987,2,38,24,34.5,34.5,1.0,1,2018-06-22
5,38483897399,9994,4,32,22,169.09,169.09,7.0,1,2018-06-23
8,51316220799,9993,4,32,22,31.94,31.94,1.0,1,2018-06-24
8,47209937199,9988,2,38,24,41.88,41.88,1.0,1,2018-06-24
3,11216669699,9997,4,32,22,57.76,57.76,1.0,1,2018-06-24
1,44777928599,9996,4,32,22,54.4,54.4,1.0,1,2018-06-24
5,73276427999,9989,2,38,24,56.46,56.46,1.0,1,2018-06-25
7,59681386599,9994,4,32,22,24.16,24.16,1.0,1,2018-06-25
7,16961933299,9997,4,32,22,57.76,57.76,1.0,1,2018-06-26
8,47209937199,9993,4,32,22,31.94,31.94,1.0,1,2018-06-26
4,44317763699,9985,1,34,22,39.42,39.42,1.0,1,2018-06-27
8,14374117099,9995,4,32,22,45.49,45.49,1.0,1,2018-06-28
1,98553018699,9991,2,38,24,114.14,114.14,4.0,5,2018-06-28
8,73276427999,9992,3,34,22,36.41,34.41,1.0,1,2018-06-28
6,47209937199,9999,5,32,22,25.91,25.91,1.0,1,2018-06-28
3,62999140399,9994,4,32,22,24.16,24.16,1.0,1,2018-06-28
8,84237647199,9992,3,34,22,36.41,34.41,1.0,1,2018-06-28
7,58994904699,9999,5,32,22,25.91,25.91,1.0,5,2018-06-29
6,78973681999,9986,1,34,22,18.26,18.26,1.0,1,2018-06-29
4,13930565999,9991,2,38,24,28.54,28.54,1.0,1,2018-06-29
6,11216669699,10000,5,32,22,46.5,45.5,1.0,1,2018-06-30
