CustID,CardID,BookingDate,Store,TransactionType,Revenue,RevenueInc.,Qty,Price/Article
1615030107699,58994904699,2017-09-20,4,1,254.86,240.86,7.0,36.41
1615030107699,58994904699,2017-09-22,2,1,28.54,28.54,1.0,28.54
1615030107699,58994904699,2017-10-22,9,1,181.36,181.36,7.0,25.91
1615030107699,58994904699,2017-12-02,8,1,36.41,34.41,1.0,36.41
1615030107699,58994904699,2018-02-04,1,1,46.5,45.5,1.0,46.5
1615030107699,58994904699,2018-03-27,3,1,54.4,54.4,1.0,54.4
1615030107699,58994904699,2018-05-18,1,3,163.19,163.19,3.0,54.4
1615030107699,58994904699,2018-05-21,8,1,41.88,41.88,1.0,41.88
1615030107699,58994904699,2018-07-13,9,1,57.76,57.76,1.0,57.76
1617062811399,78728477699,2017-06-26,4,1,28.54,28.54,1.0,28.54
1617062811399,78728477699,2017-07-07,6,1,45.49,45.49,1.0,45.49
1617062811399,78728477699,2017-07-14,2,1,28.54,28.54,1.0,28.54
1617062811399,78728477699,2017-08-03,9,1,25.91,25.91,1.0,25.91
1617062811399,78728477699,2017-08-31,5,1,39.42,39.42,1.0,39.42
1617062811399,78728477699,2017-09-04,7,1,15.34,15.34,1.0,15.34
1617062811399,78728477699,2017-09-27,3,3,45.49,45.49,1.0,45.49
1617062811399,78728477699,2017-11-12,1,1,46.5,45.5,1.0,46.5
1617062811399,78728477699,2017-11-22,6,1,45.49,45.49,1.0,45.49
1617062811399,78728477699,2017-11-26,4,1,25.91,25.91,1.0,25.91
1617062811399,78728477699,2017-12-02,6,1,39.42,39.42,1.0,39.42
1617062811399,78728477699,2017-12-27,2,1,38.16,37.16,1.0,38.16
1617062811399,78728477699,2018-01-04,3,1,380.77,380.77,7.0,54.4
1617062811399,78728477699,2018-02-03,7,1,56.46,56.46,1.0,56.46
1617062811399,78728477699,2018-03-11,10,1,38.16,37.16,1.0,38.16
1617062811399,78728477699,2018-03-24,4,3,15.34,15.34,1.0,15.34
1617062811399,78728477699,2018-05-05,2,1,57.76,57.76,1.0,57.76
1617062811399,78728477699,2018-07-10,5,1,152.64,148.64,4.0,38.16
1621030698699,34759040699,2017-05-08,3,1,39.42,39.42,1.0,39.42
1621030698699,34759040699,2017-07-29,8,1,231.02,231.02,4.0,57.76
1621030698699,34759040699,2017-11-27,9,1,127.78,127.78,4.0,31.94
1621030698699,34759040699,2018-01-11,4,1,18.26,18.26,1.0,18.26
1621030698699,34759040699,2018-03-01,9,1,31.94,31.94,1.0,31.94
1621030698699,34759040699,2018-03-25,5,1,15.34,15.34,1.0,15.34
1621030698699,34759040699,2018-04-28,2,3,103.63,103.63,4.0,25.91
1621030698699,34759040699,2018-05-04,7,3,18.26,18.26,1.0,18.26
1621030698699,34759040699,2018-05-21,5,1,15.34,15.34,1.0,15.34
1621030698699,34759040699,2018-05-29,2,3,54.4,54.4,1.0,54.4
1621030698699,48219264099,2017-05-01,1,1,181.36,181.36,7.0,25.91
1621030698699,48219264099,2017-05-14,9,1,45.49,45.49,1.0,45.49
1621030698699,48219264099,2017-09-18,10,1,41.88,41.88,1.0,41.88
1621030698699,48219264099,2017-09-22,6,1,45.49,45.49,1.0,45.49
1621030698699,48219264099,2018-02-14,6,1,25.91,25.91,1.0,25.91
1621030698699,48219264099,2018-02-16,5,1,41.88,41.88,1.0,41.88
1621030698699,48219264099,2018-03-21,9,1,41.88,41.88,1.0,41.88
1621030698699,48219264099,2018-04-03,10,1,24.16,24.16,1.0,24.16
1621030698699,48219264099,2018-05-30,6,1,46.01,46.01,3.0,15.34
1621030698699,48219264099,2018-06-17,7,1,72.47,72.47,3.0,24.16
1621030698699,48219264099,2018-07-06,7,1,38.16,37.16,1.0,38.16
1622020818699,59301418999,2017-06-18,2,1,24.16,24.16,1.0,24.16
1622020818699,59301418999,2017-07-01,3,1,24.16,24.16,1.0,24.16
1622020818699,59301418999,2017-08-17,9,1,145.63,137.63,4.0,36.41
1622020818699,59301418999,2017-09-14,1,1,31.94,31.94,1.0,31.94
1622020818699,59301418999,2017-09-14,4,1,103.5,103.5,3.0,34.5
1622020818699,59301418999,2017-10-20,6,3,28.54,28.54,1.0,28.54
1622020818699,59301418999,2017-10-22,6,1,56.46,56.46,1.0,56.46
1622020818699,59301418999,2017-11-11,2,1,103.63,103.63,4.0,25.91
1622020818699,59301418999,2017-11-11,7,1,225.84,225.84,4.0,56.46
1622020818699,59301418999,2018-02-22,7,1,41.88,41.88,1.0,41.88
1622020818699,59301418999,2018-03-23,5,1,173.27,173.27,3.0,57.76
1622020818699,59301418999,2018-04-12,2,1,36.41,34.41,1.0,36.41
1622020818699,59301418999,2018-05-11,8,1,45.49,45.49,1.0,45.49
1622020818699,59301418999,2018-06-15,10,1,28.54,28.54,1.0,28.54
1625080616199,30624301299,2017-07-11,2,1,56.46,56.46,1.0,56.46
1625080616199,30624301299,2017-07-14,5,3,24.16,24.16,1.0,24.16
1625080616199,30624301299,2018-01-16,3,1,18.26,18.26,1.0,18.26
1625080616199,30624301299,2018-01-27,8,1,24.16,24.16,1.0,24.16
1625080616199,30624301299,2018-04-17,4,1,181.36,181.36,7.0,25.91
1625080616199,30624301299,2018-05-05,3,1,103.63,103.63,4.0,25.91
1625101957599,66812863699,2017-05-08,8,1,15.34,15.34,1.0,15.34
1625101957599,66812863699,2017-05-09,1,1,24.16,24.16,1.0,24.16
1625101957599,66812863699,2017-06-24,7,1,34.5,34.5,1.0,34.5
1625101957599,66812863699,2017-07-13,6,1,54.4,54.4,1.0,54.4
1625101957599,66812863699,2017-09-23,10,1,275.94,275.94,7.0,39.42
1625101957599,66812863699,2017-11-05,1,1,36.41,34.41,1.0,36.41
1625101957599,66812863699,2017-11-08,3,1,25.91,25.91,1.0,25.91
1625101957599,66812863699,2017-11-16,2,1,28.54,28.54,1.0,28.54
1625101957599,66812863699,2018-01-05,2,1,41.88,41.88,1.0,41.88
1625101957599,66812863699,2018-01-15,8,1,25.91,25.91,1.0,25.91
1625101957599,66812863699,2018-01-19,4,1,36.41,34.41,1.0,36.41
1625101957599,66812863699,2018-01-19,6,1,45.49,45.49,1.0,45.49
1625101957599,66812863699,2018-01-21,4,1,45.49,45.49,1.0,45.49
1625101957599,66812863699,2018-01-24,7,1,41.88,41.88,1.0,41.88
1625101957599,66812863699,2018-02-10,1,1,25.91,25.91,1.0,25.91
1625101957599,66812863699,2018-02-23,3,1,34.5,34.5,1.0,34.5
1625101957599,66812863699,2018-03-19,8,1,34.5,34.5,1.0,34.5
1625101957599,66812863699,2018-04-17,6,1,36.41,34.41,1.0,36.41
1625101957599,66812863699,2018-04-21,4,1,25.91,25.91,1.0,25.91
1625101957599,66812863699,2018-05-03,5,1,173.27,173.27,3.0,57.76
1625101957599,66812863699,2018-05-10,7,1,54.79,54.79,3.0,18.26
1625101957599,66812863699,2018-05-28,4,1,36.41,34.41,1.0,36.41
1625101957599,66812863699,2018-06-03,2,1,115.51,115.51,2.0,57.76
1625101957599,66812863699,2018-07-21,5,1,34.5,34.5,1.0,34.5
1626091279299,19302247699,2017-05-09,10,1,109.22,103.22,3.0,36.41
1626091279299,19302247699,2017-10-29,1,1,78.84,78.84,2.0,39.42
1626091279299,19302247699,2017-11-13,2,1,15.34,15.34,1.0,15.34
1626091279299,19302247699,2017-12-09,8,1,25.91,25.91,1.0,25.91
1626091279299,19302247699,2018-04-02,2,1,18.26,18.26,1.0,18.26
1626091279299,19302247699,2018-04-09,4,1,39.42,39.42,1.0,39.42
1626091279299,19302247699,2018-04-18,5,1,181.97,181.97,4.0,45.49
1626091279299,19302247699,2018-04-21,8,1,54.4,54.4,1.0,54.4
1626091279299,19302247699,2018-05-01,9,1,18.26,18.26,1.0,18.26
1627022057199,38483897399,2017-05-15,1,1,56.46,56.46,1.0,56.46
1627022057199,38483897399,2017-06-07,8,1,18.26,18.26,1.0,18.26
1627022057199,38483897399,2017-06-22,5,1,18.26,18.26,1.0,18.26
1627022057199,38483897399,2017-08-17,1,1,46.5,45.5,1.0,46.5
1627022057199,38483897399,2017-08-25,10,1,46.5,45.5,1.0,46.5
1627022057199,38483897399,2017-09-07,1,1,38.16,37.16,1.0,38.16
1627022057199,38483897399,2017-09-17,8,1,45.49,45.49,1.0,45.49
1627022057199,38483897399,2017-09-26,7,1,293.16,293.16,7.0,41.88
1627022057199,38483897399,2017-11-16,3,3,38.16,37.16,1.0,38.16
1627022057199,38483897399,2017-12-07,4,1,46.5,45.5,1.0,46.5
1627022057199,38483897399,2018-01-24,6,1,45.49,45.49,1.0,45.49
1627022057199,38483897399,2018-05-09,6,1,24.16,24.16,1.0,24.16
1627022057199,38483897399,2018-05-28,2,1,15.34,15.34,1.0,15.34
1627022057199,38483897399,2018-06-23,5,1,169.09,169.09,7.0,24.16
1627052725299,40804109399,2017-06-29,4,1,31.94,31.94,1.0,31.94
1627052725299,40804109399,2017-07-12,3,1,31.94,31.94,1.0,31.94
1627052725299,40804109399,2017-07-28,9,1,38.16,37.16,1.0,38.16
1627052725299,40804109399,2017-08-10,1,1,39.42,39.42,1.0,39.42
1627052725299,40804109399,2017-08-12,9,1,90.98,90.98,2.0,45.49
1627052725299,40804109399,2017-09-15,4,1,34.5,34.5,1.0,34.5
1627052725299,40804109399,2017-09-28,6,1,41.88,41.88,1.0,41.88
1627052725299,40804109399,2017-12-25,6,1,138.0,138.0,4.0,34.5
1627052725299,40804109399,2018-01-28,3,1,39.42,39.42,1.0,39.42
1627052725299,40804109399,2018-03-03,8,1,36.41,34.41,1.0,36.41
1627052725299,40804109399,2018-03-06,8,1,15.34,15.34,1.0,15.34
1627052725299,40804109399,2018-03-31,5,1,41.88,41.88,1.0,41.88
1627052725299,40804109399,2018-05-15,1,1,46.5,45.5,1.0,46.5
1627052725299,40804109399,2018-05-16,8,1,25.91,25.91,1.0,25.91
1627052725299,40804109399,2018-06-14,4,1,46.5,45.5,1.0,46.5
1627052725299,40804109399,2018-07-06,5,1,152.64,148.64,4.0,38.16
1627052725299,40804109399,2018-07-30,2,1,34.5,34.5,1.0,34.5
1629050575499,26506134899,2017-05-11,9,1,34.5,34.5,1.0,34.5
1629050575499,26506134899,2017-05-25,1,1,38.16,37.16,1.0,38.16
1629050575499,26506134899,2017-06-11,7,3,18.26,18.26,1.0,18.26
1629050575499,26506134899,2017-09-16,4,1,24.16,24.16,1.0,24.16
1629050575499,26506134899,2017-10-25,10,1,41.88,41.88,1.0,41.88
1629050575499,26506134899,2017-10-31,3,1,24.16,24.16,1.0,24.16
1629050575499,26506134899,2017-12-10,1,1,36.41,34.41,1.0,36.41
1629050575499,26506134899,2017-12-13,4,1,56.46,56.46,1.0,56.46
1629050575499,26506134899,2018-01-17,4,1,46.5,45.5,1.0,46.5
1629050575499,26506134899,2018-01-18,10,3,41.88,41.88,1.0,41.88
1629050575499,26506134899,2018-03-09,3,3,18.26,18.26,1.0,18.26
1629050575499,26506134899,2018-04-11,4,3,217.58,217.58,4.0,54.4
1629050575499,26506134899,2018-05-27,4,1,54.4,54.4,1.0,54.4
1629050575499,26506134899,2018-06-04,8,1,24.16,24.16,1.0,24.16
1629050575499,26506134899,2018-07-26,5,1,56.46,56.46,1.0,56.46
1631041057099,1486109099,2017-05-07,1,1,39.42,39.42,1.0,39.42
1631041057099,1486109099,2017-06-14,3,1,41.88,41.88,1.0,41.88
1631041057099,1486109099,2017-06-28,9,1,34.5,34.5,1.0,34.5
1631041057099,1486109099,2017-09-01,10,1,46.5,45.5,1.0,46.5
1631041057099,1486109099,2017-12-23,6,1,39.42,39.42,1.0,39.42
1631041057099,1486109099,2017-12-31,4,1,36.41,34.41,1.0,36.41
1631041057099,1486109099,2018-01-09,4,1,25.91,25.91,1.0,25.91
1631041057099,1486109099,2018-03-11,3,1,46.5,45.5,1.0,46.5
1631041057099,1486109099,2018-03-17,9,3,38.16,37.16,1.0,38.16
1631041057099,1486109099,2018-04-04,9,1,57.76,57.76,1.0,57.76
1631041057099,1486109099,2018-05-29,6,1,31.94,31.94,1.0,31.94
1631041057099,1486109099,2018-07-02,10,1,46.5,45.5,1.0,46.5
1631041057099,1486109099,2018-07-03,5,1,31.94,31.94,1.0,31.94
1631041057099,1486109099,2018-07-11,4,1,54.4,54.4,1.0,54.4
1632010113199,14374117099,2017-05-10,6,1,118.26,118.26,3.0,39.42
1632010113199,14374117099,2017-05-10,9,1,36.41,34.41,1.0,36.41
1632010113199,14374117099,2017-05-20,4,1,267.12,260.12,7.0,38.16
1632010113199,14374117099,2017-06-14,6,1,56.46,56.46,1.0,56.46
1632010113199,14374117099,2017-07-13,5,1,36.41,34.41,1.0,36.41
1632010113199,14374117099,2017-07-20,1,1,54.4,54.4,1.0,54.4
1632010113199,14374117099,2017-09-12,5,1,38.16,37.16,1.0,38.16
1632010113199,14374117099,2017-10-14,5,1,46.5,45.5,1.0,46.5
1632010113199,14374117099,2017-12-01,5,1,38.16,37.16,1.0,38.16
1632010113199,14374117099,2017-12-27,5,1,36.41,34.41,1.0,36.41
1632010113199,14374117099,2018-01-05,6,1,39.42,39.42,1.0,39.42
1632010113199,14374117099,2018-01-13,4,1,15.34,15.34,1.0,15.34
1632010113199,14374117099,2018-02-23,6,1,36.41,34.41,1.0,36.41
1632010113199,14374117099,2018-04-15,9,1,38.16,37.16,1.0,38.16
1632010113199,14374117099,2018-04-22,5,1,31.94,31.94,1.0,31.94
1632010113199,14374117099,2018-04-27,5,1,46.5,45.5,1.0,46.5
1632010113199,14374117099,2018-06-05,10,1,31.94,31.94,1.0,31.94
1632010113199,14374117099,2018-06-19,9,1,18.26,18.26,1.0,18.26
1632010113199,14374117099,2018-06-28,8,1,45.49,45.49,1.0,45.49
1632010113199,14374117099,2018-07-16,10,1,54.4,54.4,1.0,54.4
1634022034099,85567458499,2017-05-15,5,1,31.94,31.94,1.0,31.94
1634022034099,85567458499,2017-07-05,3,1,25.91,25.91,1.0,25.91
1634022034099,85567458499,2017-07-10,3,1,15.34,15.34,1.0,15.34
1634022034099,85567458499,2017-09-03,4,1,39.42,39.42,1.0,39.42
1634022034099,85567458499,2017-09-04,6,1,127.85,127.85,7.0,18.26
1634022034099,85567458499,2017-12-30,4,1,18.26,18.26,1.0,18.26
1634022034099,85567458499,2018-01-13,1,1,57.76,57.76,1.0,57.76
1634022034099,85567458499,2018-01-14,8,3,39.42,39.42,1.0,39.42
1634022034099,85567458499,2018-02-09,6,1,34.5,34.5,1.0,34.5
1634022034099,85567458499,2018-04-24,6,1,93.0,91.0,2.0,46.5
1636072149499,25929476999,2017-05-25,3,1,36.41,34.41,1.0,36.41
1636072149499,25929476999,2017-08-05,6,1,181.97,181.97,4.0,45.49
1636072149499,25929476999,2018-01-12,1,1,45.49,45.49,1.0,45.49
1636072149499,25929476999,2018-03-02,5,1,28.54,28.54,1.0,28.54
1636072149499,25929476999,2018-04-15,4,1,125.64,125.64,3.0,41.88
1636072149499,25929476999,2018-04-30,10,1,48.31,48.31,2.0,24.16
1636072149499,25929476999,2018-05-06,9,1,90.98,90.98,2.0,45.49
1636072149499,25929476999,2018-05-23,1,1,318.44,318.44,7.0,45.49
1636072149499,25929476999,2018-07-07,8,1,31.94,31.94,1.0,31.94
1636081379499,69235107099,2017-07-15,6,1,45.49,45.49,1.0,45.49
1636081379499,69235107099,2017-07-29,4,1,31.94,31.94,1.0,31.94
1636081379499,69235107099,2017-08-11,7,1,25.91,25.91,1.0,25.91
1636081379499,69235107099,2017-11-07,4,1,109.22,103.22,3.0,36.41
1636081379499,69235107099,2018-01-24,5,1,34.5,34.5,1.0,34.5
1636081379499,69235107099,2018-01-31,5,1,46.5,45.5,1.0,46.5
1636081379499,69235107099,2018-04-25,8,1,28.54,28.54,1.0,28.54
1636081379499,69235107099,2018-04-28,2,1,39.42,39.42,1.0,39.42
1638072450399,58929958299,2017-06-05,9,1,56.46,56.46,1.0,56.46
1638072450399,58929958299,2017-07-02,9,1,46.5,45.5,1.0,46.5
1638072450399,58929958299,2017-07-20,3,1,103.63,103.63,4.0,25.91
1638072450399,58929958299,2017-09-19,10,1,103.5,103.5,3.0,34.5
1638072450399,58929958299,2017-09-21,5,1,18.26,18.26,1.0,18.26
1638072450399,58929958299,2017-09-28,6,1,404.29,404.29,7.0,57.76
1638072450399,58929958299,2017-09-30,7,1,363.94,363.94,8.0,45.49
1638072450399,58929958299,2018-01-14,4,1,45.49,45.49,1.0,45.49
1638072450399,58929958299,2018-03-27,9,1,39.42,39.42,1.0,39.42
1638072450399,58929958299,2018-03-29,1,1,28.54,28.54,1.0,28.54
1638072450399,58929958299,2018-07-14,1,1,56.46,56.46,1.0,56.46
1638072450399,75951562599,2017-06-10,8,1,18.26,18.26,1.0,18.26
1638072450399,75951562599,2017-07-14,6,1,163.19,163.19,3.0,54.4
1638072450399,75951562599,2017-09-17,7,1,41.88,41.88,1.0,41.88
1638072450399,75951562599,2017-10-09,9,1,31.94,31.94,1.0,31.94
1638072450399,75951562599,2017-10-11,1,1,24.16,24.16,1.0,24.16
1638072450399,75951562599,2017-10-19,3,1,56.46,56.46,1.0,56.46
1638072450399,75951562599,2018-01-12,4,1,46.5,45.5,1.0,46.5
1638072450399,75951562599,2018-03-03,10,1,31.94,31.94,1.0,31.94
1638072450399,75951562599,2018-03-08,2,1,34.5,34.5,1.0,34.5
1638072450399,75951562599,2018-04-01,7,1,404.29,404.29,7.0,57.76
1638072450399,75951562599,2018-04-07,1,1,15.34,15.34,1.0,15.34
1639012763899,78973681999,2017-05-12,4,1,18.26,18.26,1.0,18.26
1639012763899,78973681999,2017-06-13,9,1,34.5,34.5,1.0,34.5
1639012763899,78973681999,2017-07-15,7,1,38.16,37.16,1.0,38.16
1639012763899,78973681999,2017-07-16,3,1,46.5,45.5,1.0,46.5
1639012763899,78973681999,2017-07-18,1,1,54.4,54.4,1.0,54.4
1639012763899,78973681999,2017-08-19,3,1,34.5,34.5,1.0,34.5
1639012763899,78973681999,2017-11-18,2,1,57.07,57.07,2.0,28.54
1639012763899,78973681999,2017-12-10,6,1,31.94,31.94,1.0,31.94
1639012763899,78973681999,2018-05-08,3,1,38.16,37.16,1.0,38.16
1639012763899,78973681999,2018-05-30,3,1,77.72,77.72,3.0,25.91
1639012763899,78973681999,2018-06-29,6,1,18.26,18.26,1.0,18.26
1639012763899,78973681999,2018-07-28,7,1,186.0,182.0,4.0,46.5
1640072467199,14379876899,2017-05-24,9,3,15.34,15.34,1.0,15.34
1640072467199,14379876899,2017-05-29,9,1,41.88,41.88,1.0,41.88
1640072467199,14379876899,2017-06-19,7,1,28.54,28.54,1.0,28.54
1640072467199,14379876899,2017-07-12,2,1,38.16,37.16,1.0,38.16
1640072467199,14379876899,2017-08-09,3,3,28.54,28.54,1.0,28.54
1640072467199,14379876899,2017-08-14,7,1,46.5,45.5,1.0,46.5
1640072467199,14379876899,2017-09-02,2,1,31.94,31.94,1.0,31.94
1640072467199,14379876899,2017-09-12,1,1,28.54,28.54,1.0,28.54
1640072467199,14379876899,2017-10-18,1,1,46.5,45.5,1.0,46.5
1640072467199,14379876899,2017-11-05,4,1,112.92,112.92,2.0,56.46
1640072467199,14379876899,2017-11-12,5,1,34.5,34.5,1.0,34.5
1640072467199,14379876899,2017-11-13,7,1,25.91,25.91,1.0,25.91
1640072467199,14379876899,2017-11-20,4,1,54.4,54.4,1.0,54.4
1640072467199,14379876899,2017-11-28,4,1,114.48,111.48,3.0,38.16
1640072467199,14379876899,2017-12-23,8,1,38.16,37.16,1.0,38.16
1640072467199,14379876899,2018-02-03,8,1,46.5,45.5,1.0,46.5
1640072467199,14379876899,2018-02-19,6,1,15.34,15.34,1.0,15.34
1640072467199,14379876899,2018-03-03,3,1,45.49,45.49,1.0,45.49
1640072467199,14379876899,2018-03-03,4,1,41.88,41.88,1.0,41.88
1640072467199,14379876899,2018-04-08,6,1,28.54,28.54,1.0,28.54
1640072467199,14379876899,2018-05-20,4,1,45.49,45.49,1.0,45.49
1640072467199,14379876899,2018-06-08,7,1,325.5,318.5,7.0,46.5
1640072467199,14379876899,2018-07-12,9,1,38.16,37.16,1.0,38.16
